Test_ID,Inputs,MMSE,MAE,MSE,RMSE,RSS,R2,Model_id,Weights
0,"['Age', 'dCarbon_Feed', 'Induction', 'CumulativeAge', 'miuSimp', 'Protein']",1.144695520401001,0.06494190481801827,0.014811721009512743,0.1140791227420171,0.2666109775503476,0.6439187924067179,0
1,"['Time', 'BioWeight', 'CumulativeAge', 'miuSimp', 'Protein']",1.096233606338501,0.04448983073234558,0.007253932300955057,0.08517002314329147,0.13057078421115875,0.9458604454994202,1
2,"['Age', 'BioWeight', 'Induction', 'miuSimp', 'Protein']",1.1577670574188232,0.0704348087310791,0.0168974157422781,0.12999005615711212,0.3041534721851349,0.8738865256309509,2
3,"['Time', 'Age', 'dBiomassEst', 'BioWeight', 'Carbon_Feed', 'Biomass0', 'Induction', 'CumulativeAge', 'Protein']",1.166040062904358,0.07423985749483109,0.01756029576063156,0.13251526653766632,0.3160853087902069,0.8689391613006592,3
4,"['Time', 'dBiomassEst', 'CPR', 'Induction', 'CumulativeAge', 'miuSimp', 'Protein']",1.1552268266677856,0.06940975040197372,0.016407279297709465,0.12809090316295624,0.29533103108406067,0.877544641494751,4
5,"['Time', 'dBiomassEst', 'BioWeight', 'CPR', 'dCarbon_Feed', 'Induction', 'miuSimp', 'Protein']",1.2090727090835571,0.09079280495643616,0.02748713083565235,0.16579243540763855,0.494768351316452,0.7948504686355591,5
6,"['Time', 'dBiomassEst', 'CPR', 'Carbon_Feed', 'Induction', 'miuSimp', 'Protein']",1.169559359550476,0.07463998347520828,0.020279409363865852,0.14240579307079315,0.36502936482429504,0.8486450910568237,6
7,"['Time', 'Age', 'BiomassEst', 'BioWeight', 'Carbon_Feed', 'miuSimp', 'Protein']",1.1180260181427002,0.053919676691293716,0.010186683386564255,0.10092910379171371,0.183360293507576,0.923971951007843,7
8,"['Time', 'Age', 'dCarbon_Feed', 'CumulativeAge', 'Protein']",1.1423810720443726,0.064215749502182,0.013949546962976456,0.11810819804668427,0.2510918378829956,0.8958878517150879,8
9,"['BiomassEst', 'Carbon_Feed', 'Induction', 'miuSimp', 'Protein']",1.09799063205719,0.045148029923439026,0.007694629952311516,0.08771903812885284,0.13850334286689758,0.9425712823867798,9
10,"['Age', 'dBiomassEst', 'Biomass0', 'Induction', 'miuSimp', 'Protein']",1.1237998008728027,0.05631060153245926,0.011178646236658096,0.1057291179895401,0.20121563971042633,0.916568398475647,10
11,"['BioWeight', 'Carbon_Feed', 'Induction', 'CumulativeAge', 'miuSimp', 'Protein']",1.0680972337722778,0.03182661905884743,0.004443970508873463,0.06666310876607895,0.07999146729707718,0.9668325185775757,11
12,"['Age', 'BiomassEst', 'BioWeight', 'CPR', 'Carbon_Feed', 'Induction', 'CumulativeAge', 'Protein']",1.1065192222595215,0.048687104135751724,0.009145118296146393,0.09563010931015015,0.16461212933063507,0.9317456483840942,12
13,"['Time', 'Age', 'BiomassEst', 'CPR', 'Carbon_Feed', 'Induction', 'miuSimp', 'Protein']",1.0689563751220703,0.032130226492881775,0.004695966839790344,0.06852712482213974,0.0845274031162262,0.964951753616333,13
14,"['Time', 'BiomassEst', 'BioWeight', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.1651010513305664,0.07302893698215485,0.019043264910578728,0.1379973292350769,0.3427787721157074,0.8578710556030273,14
15,"['Age', 'dBiomassEst', 'CPR', 'Carbon_Feed', 'Induction', 'CumulativeAge', 'Protein']",1.28085196018219,0.11803947389125824,0.04477304220199585,0.21159641444683075,0.8059147596359253,0.6658374071121216,15
16,"['Age', 'dBiomassEst', 'CPR', 'Induction', 'CumulativeAge', 'miuSimp', 'Protein']",1.1579309701919556,0.07117968052625656,0.015571647323668003,0.12478640675544739,0.2802896499633789,0.883781373500824,16
17,"['Time', 'Age', 'BioWeight', 'CPR', 'dCarbon_Feed', 'Induction', 'Protein']",1.188055157661438,0.08255748450756073,0.022940119728446007,0.1514599621295929,0.4129221439361572,0.8287869691848755,17
18,"['Time', 'CPR', 'Carbon_Feed', 'Induction', 'CumulativeAge', 'Protein']",1.191620945930481,0.08414053916931152,0.023339875042438507,0.1527739316225052,0.42011773586273193,0.8258033990859985,18
19,"['CPR', 'Carbon_Feed', 'Induction', 'CumulativeAge', 'Protein']",1.3113962411880493,0.12936872243881226,0.05265885591506958,0.22947517037391663,0.9478594064712524,0.6069818735122681,19
20,"['Age', 'dBiomassEst', 'dCarbon_Feed', 'Protein']",1.0845013856887817,0.03933347761631012,0.0058344220742583275,0.07638338953256607,0.10501959919929504,0.9564549326896667,20
21,"['Age', 'BiomassEst', 'CPR', 'Carbon_Feed', 'Induction', 'CumulativeAge', 'Protein']",1.1097691059112549,0.05050239711999893,0.008764319121837616,0.09361794590950012,0.1577577441930771,0.9345877170562744,21
22,"['Time', 'Age', 'dBiomassEst', 'CPR', 'dCarbon_Feed', 'Induction', 'Protein']",1.1758891344070435,0.07663249969482422,0.022624220699071884,0.15041349828243256,0.4072359800338745,0.8311446309089661,22
23,"['Time', 'dBiomassEst', 'BioWeight', 'CPR', 'CumulativeAge', 'Protein']",1.0772600173950195,0.03615942969918251,0.004941139370203018,0.07029324024915695,0.08894050866365433,0.9631218910217285,23
24,"['Time', 'Age', 'dCarbon_Feed', 'Induction', 'miuSimp', 'Protein']",1.0683817863464355,0.03246673569083214,0.003448414383456111,0.05872320011258125,0.062071457505226135,0.9742628335952759,24
25,"['Time', 'dBiomassEst', 'Carbon_Feed', 'CumulativeAge', 'miuSimp', 'Protein']",1.1245167255401611,0.05686352029442787,0.010789697989821434,0.10387346893548965,0.1942145675420761,0.9194713234901428,25
26,"['Time', 'BiomassEst', 'CPR', 'Induction', 'CumulativeAge', 'Protein']",1.143552541732788,0.06421177834272385,0.015129070729017258,0.12300028651952744,0.27232328057289124,0.8870845437049866,26
27,"['Time', 'Age', 'CPR', 'Carbon_Feed', 'CumulativeAge', 'miuSimp', 'Protein']",1.068278431892395,0.031736671924591064,0.0048050726763904095,0.06931862980127335,0.08649130910634995,0.9641374349594116,27
28,"['Time', 'Age', 'dBiomassEst', 'dCarbon_Feed', 'Induction', 'miuSimp', 'Protein']",1.1326981782913208,0.060263779014348984,0.01217067800462246,0.1103207990527153,0.21907220780849457,0.9091644287109375,28
29,"['Age', 'CPR', 'dCarbon_Feed', 'Induction', 'Protein']",1.2773895263671875,0.11637316644191742,0.04464318975806236,0.21128934621810913,0.8035774230957031,0.6668065786361694,29
